=== PAGE 1 ===
# Ethiopia 2022 SAM: every non-empty cell of the matrix, one line per cell, reshaped from the stored CSV. Units: billions of Ethiopian birr.
# Payments run from the column account to the row account (for an activity column: purchases of commodities, factor payments, taxes; the Total row is gross output).
# Format: SAM | row account (code) | column account (code) | value
Ethiopia 2022 SAM | Commodities - Cattle and raw milk (ccatt) | Households - Urban (quintile 1) (hhd-u1) | 5.998245832
Ethiopia 2022 SAM | Commodities - Cattle and raw milk (ccatt) | Households - Urban (quintile 2) (hhd-u2) | 11.22862963
Ethiopia 2022 SAM | Commodities - Cattle and raw milk (ccatt) | Households - Urban (quintile 3) (hhd-u3) | 11.84291114
Ethiopia 2022 SAM | Commodities - Cattle and raw milk (ccatt) | Households - Urban (quintile 4) (hhd-u4) | 33.77163089
Ethiopia 2022 SAM | Commodities - Cattle and raw milk (ccatt) | Households - Urban (quintile 5) (hhd-u5) | 127.7874245
Ethiopia 2022 SAM | Commodities - Cattle and raw milk (ccatt) | Rest of world (row) | 0.681904278
Ethiopia 2022 SAM | Commodities - Cattle and raw milk (ccatt) | Total (total) | 474.4105621
Ethiopia 2022 SAM | Commodities - Poultry and eggs (cpoul) | Activities - Processed foods (afood) | 0.036611696
Ethiopia 2022 SAM | Commodities - Poultry and eggs (cpoul) | Activities - Accommodation and food services (ahotl) | 3.119122807
Ethiopia 2022 SAM | Commodities - Poultry and eggs (cpoul) | Households - Rural (quintile 1) (hhd-r1) | 0.022243417
Ethiopia 2022 SAM | Commodities - Poultry and eggs (cpoul) | Households - Rural (quintile 2) (hhd-r2) | 0.181968619
Ethiopia 2022 SAM | Commodities - Poultry and eggs (cpoul) | Households - Rural (quintile 3) (hhd-r3) | 0.338994553
Ethiopia 2022 SAM | Commodities - Poultry and eggs (cpoul) | Households - Rural (quintile 4) (hhd-r4) | 1.565499544
Ethiopia 2022 SAM | Commodities - Poultry and eggs (cpoul) | Households - Rural (quintile 5) (hhd-r5) | 3.081972873
Ethiopia 2022 SAM | Commodities - Poultry and eggs (cpoul) | Households - Urban (quintile 1) (hhd-u1) | 0.210970293
Ethiopia 2022 SAM | Commodities - Poultry and eggs (cpoul) | Households - Urban (quintile 2) (hhd-u2) | 0.56217527
Ethiopia 2022 SAM | Commodities - Poultry and eggs (cpoul) | Households - Urban (quintile 3) (hhd-u3) | 0.730359649
Ethiopia 2022 SAM | Commodities - Poultry and eggs (cpoul) | Households - Urban (quintile 4) (hhd-u4) | 2.171138657
Ethiopia 2022 SAM | Commodities - Poultry and eggs (cpoul) | Households - Urban (quintile 5) (hhd-u5) | 10.99754154
Ethiopia 2022 SAM | Commodities - Poultry and eggs (cpoul) | Total (total) | 23.01859892
Ethiopia 2022 SAM | Commodities - Other livestock (coliv) | Activities - Processed foods (afood) | 0.274116972
Ethiopia 2022 SAM | Commodities - Other livestock (coliv) | Activities - Metals and metal products (ametl) | 0.002105704
Ethiopia 2022 SAM | Commodities - Other livestock (coliv) | Activities - Other manufacturing (aoman) | 0.013039618
Ethiopia 2022 SAM | Commodities - Other livestock (coliv) | Households - Rural (quintile 1) (hhd-r1) | 1.844027879
Ethiopia 2022 SAM | Commodities - Other livestock (coliv) | Households - Rural (quintile 2) (hhd-r2) | 6.184159787
Ethiopia 2022 SAM | Commodities - Other livestock (coliv) | Households - Rural (quintile 3) (hhd-r3) | 6.504182425
Ethiopia 2022 SAM | Commodities - Other livestock (coliv) | Households - Rural (quintile 4) (hhd-r4) | 14.15156063
Ethiopia 2022 SAM | Commodities - Other livestock (coliv) | Households - Rural (quintile 5) (hhd-r5) | 37.51370791
Ethiopia 2022 SAM | Commodities - Other livestock (coliv) | Households - Urban (quintile 1) (hhd-u1) | 1.251148099
Ethiopia 2022 SAM | Commodities - Other livestock (coliv) | Households - Urban (quintile 2) (hhd-u2) | 3.541096427
Ethiopia 2022 SAM | Commodities - Other livestock (coliv) | Households - Urban (quintile 3) (hhd-u3) | 3.842545988
Ethiopia 2022 SAM | Commodities - Other livestock (coliv) | Households - Urban (quintile 4) (hhd-u4) | 12.64332599
Ethiopia 2022 SAM | Commodities - Other livestock (coliv) | Households - Urban (quintile 5) (hhd-u5) | 110.5195638
Ethiopia 2022 SAM | Commodities - Other livestock (coliv) | Rest of world (row) | 0.548032725
Ethiopia 2022 SAM | Commodities - Other livestock (coliv) | Total (total) | 198.832614
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Activities - Processed foods (afood) | 0.549945895
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Activities - Beverage and tobacco (abeve) | 0.123592467
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Activities - Textiles, clothing and footwear (atext) | 0.02214889
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Activities - Wood and paper products (awood) | 0.890855074
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Activities - Chemicals and petroleum (achem) | 0.006649278
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Activities - Non-metal minerals (anmet) | 6.642202412
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Activities - Metals and metal products (ametl) | 0.015127197
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Activities - Other manufacturing (aoman) | 0.592195919
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Activities - Accommodation and food services (ahotl) | 5.886083036
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Households - Rural (quintile 1) (hhd-r1) | 28.48588643
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Households - Rural (quintile 2) (hhd-r2) | 43.41031603
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Households - Rural (quintile 3) (hhd-r3) | 64.50605978
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Households - Rural (quintile 4) (hhd-r4) | 53.0221443
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Households - Rural (quintile 5) (hhd-r5) | 42.8606255
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Households - Urban (quintile 1) (hhd-u1) | 3.346572311
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Households - Urban (quintile 2) (hhd-u2) | 4.994904173
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Households - Urban (quintile 3) (hhd-u3) | 4.804849466
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Households - Urban (quintile 4) (hhd-u4) | 10.33898143
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Households - Urban (quintile 5) (hhd-u5) | 26.30453714
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Rest of world (row) | 0.052254504
Ethiopia 2022 SAM | Commodities - Forestry (cfore) | Total (total) | 296.8559312
Ethiopia 2022 SAM | Commodities - Fisheries (cfish) | Households - Urban (quintile 1) (hhd-u1) | 0.622217158
Ethiopia 2022 SAM | Commodities - Fisheries (cfish) | Households - Urban (quintile 2) (hhd-u2) | 0.708006033
Ethiopia 2022 SAM | Commodities - Fisheries (cfish) | Households - Urban (quintile 4) (hhd-u4) | 3.701644435
Ethiopia 2022 SAM | Commodities - Fisheries (cfish) | Households - Urban (quintile 5) (hhd-u5) | 34.69211041
Ethiopia 2022 SAM | Commodities - Fisheries (cfish) | Total (total) | 39.72397803
Ethiopia 2022 SAM | Commodities - Mining (cmine) | Activities - Cattle and raw milk (acatt) | 0.002025663
Ethiopia 2022 SAM | Commodities - Mining (cmine) | Activities - Processed foods (afood) | 0.145960183
Ethiopia 2022 SAM | Commodities - Mining (cmine) | Activities - Beverage and tobacco (abeve) | 0.026075236
Ethiopia 2022 SAM | Commodities - Mining (cmine) | Activities - Textiles, clothing and footwear (atext) | 0.006139282
Ethiopia 2022 SAM | Commodities - Mining (cmine) | Activities - Wood and paper products (awood) | 0.01530439
Ethiopia 2022 SAM | Commodities - Mining (cmine) | Activities - Chemicals and petroleum (achem) | 0.068924302
Ethiopia 2022 SAM | Commodities - Mining (cmine) | Activities - Non-metal minerals (anmet) | 4.186328163
Ethiopia 2022 SAM | Commodities - Mining (cmine) | Activities - Metals and metal products (ametl) | 8.913994423
Ethiopia 2022 SAM | Commodities - Mining (cmine) | Activities - Other manufacturing (aoman) | 0.000150199
Ethiopia 2022 SAM | Commodities - Mining (cmine) | Activities - Construction (acons) | 44.65613859
Ethiopia 2022 SAM | Commodities - Mining (cmine) | Rest of world (row) | 1.339126045
Ethiopia 2022 SAM | Commodities - Mining (cmine) | Total (total) | 59.36016648
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Activities - Cattle and raw milk (acatt) | 1.953786679
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Activities - Poultry and eggs (apoul) | 0.24779618
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Activities - Other livestock (aoliv) | 2.372541102
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Activities - Processed foods (afood) | 32.87386613
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Activities - Beverage and tobacco (abeve) | 7.824194982
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Activities - Textiles, clothing and footwear (atext) | 2.550387178
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Activities - Wood and paper products (awood) | 0.01935311
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Activities - Chemicals and petroleum (achem) | 0.971067545
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Activities - Other manufacturing (aoman) | 0.098825395
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Activities - Accommodation and food services (ahotl) | 42.92249361
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Activities - Public administration (apadm) | 5.631637641
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Activities - Health and social work (aheal) | 1.2934903
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Households - Rural (quintile 1) (hhd-r1) | 53.91881857
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Households - Rural (quintile 2) (hhd-r2) | 77.07644264
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Households - Rural (quintile 3) (hhd-r3) | 93.49397624
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Households - Rural (quintile 4) (hhd-r4) | 88.96708162
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Households - Rural (quintile 5) (hhd-r5) | 71.30208807
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Households - Urban (quintile 1) (hhd-u1) | 7.32198968
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Households - Urban (quintile 2) (hhd-u2) | 8.4062922
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Households - Urban (quintile 3) (hhd-u3) | 7.939811368
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Households - Urban (quintile 4) (hhd-u4) | 17.36591048
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Households - Urban (quintile 5) (hhd-u5) | 45.36344429
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Rest of world (row) | 24.50408122
Ethiopia 2022 SAM | Commodities - Processed foods (cfood) | Total (total) | 594.4193762
Ethiopia 2022 SAM | Commodities - Beverage and tobacco (cbeve) | Activities - Processed foods (afood) | 0.05225844
Ethiopia 2022 SAM | Commodities - Beverage and tobacco (cbeve) | Activities - Beverage and tobacco (abeve) | 0.178540206
Ethiopia 2022 SAM | Commodities - Beverage and tobacco (cbeve) | Activities - Accommodation and food services (ahotl) | 31.50850428
Ethiopia 2022 SAM | Commodities - Beverage and tobacco (cbeve) | Households - Rural (quintile 1) (hhd-r1) | 5.748333779
Ethiopia 2022 SAM | Commodities - Beverage and tobacco (cbeve) | Households - Rural (quintile 2) (hhd-r2) | 14.51935472
Ethiopia 2022 SAM | Commodities - Beverage and tobacco (cbeve) | Households - Rural (quintile 3) (hhd-r3) | 11.97234711
Ethiopia 2022 SAM | Commodities - Beverage and tobacco (cbeve) | Households - Rural (quintile 4) (hhd-r4) | 18.46446175
Ethiopia 2022 SAM | Commodities - Beverage and tobacco (cbeve) | Households - Rural (quintile 5) (hhd-r5) | 27.38424433
Ethiopia 2022 SAM | Commodities - Beverage and tobacco (cbeve) | Households - Urban (quintile 1) (hhd-u1) | 0.413551535
Ethiopia 2022 SAM | Commodities - Beverage and tobacco (cbeve) | Households - Urban (quintile 2) (hhd-u2) | 0.803636198
Ethiopia 2022 SAM | Commodities - Beverage and tobacco (cbeve) | Households - Urban (quintile 3) (hhd-u3) | 1.015644847
Ethiopia 2022 SAM | Commodities - Beverage and tobacco (cbeve) | Households - Urban (quintile 4) (hhd-u4) | 3.147205906
Ethiopia 2022 SAM | Commodities - Beverage and tobacco (cbeve) | Households - Urban (quintile 5) (hhd-u5) | 23.13788573
Ethiopia 2022 SAM | Commodities - Beverage and tobacco (cbeve) | Rest of world (row) | 0.102490894
Ethiopia 2022 SAM | Commodities - Beverage and tobacco (cbeve) | Total (total) | 138.4484597
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Processed foods (afood) | 0.660545908
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Textiles, clothing and footwear (atext) | 26.08866093
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Wood and paper products (awood) | 1.338501714
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Chemicals and petroleum (achem) | 0.234661644
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Non-metal minerals (anmet) | 0.011670636
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Metals and metal products (ametl) | 0.004500088
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Machinery, equipment and vehicles (amach) | 0.097550855
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Other manufacturing (aoman) | 0.346161987
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Transportation and storage (atran) | 5.125449682
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Finance and insurance (afsrv) | 0.190635137
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Business services (absrv) | 0.104447469
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Activities - Other services (aosrv) | 1.36370649
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Households - Rural (quintile 1) (hhd-r1) | 7.414339707
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Households - Rural (quintile 2) (hhd-r2) | 12.29919189
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Households - Rural (quintile 3) (hhd-r3) | 17.65665934
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Households - Rural (quintile 4) (hhd-r4) | 15.21420425
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Households - Rural (quintile 5) (hhd-r5) | 15.31448687
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Households - Urban (quintile 1) (hhd-u1) | 1.546310384
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Households - Urban (quintile 2) (hhd-u2) | 2.279767039
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Households - Urban (quintile 3) (hhd-u3) | 2.20119444
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Households - Urban (quintile 4) (hhd-u4) | 5.567865943
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Households - Urban (quintile 5) (hhd-u5) | 20.08693157
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Rest of world (row) | 21.35627314
Ethiopia 2022 SAM | Commodities - Textiles, clothing and footwear (ctext) | Total (total) | 156.5037171
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Activities - Processed foods (afood) | 0.496654459
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Activities - Textiles, clothing and footwear (atext) | 0.018453315
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Activities - Wood and paper products (awood) | 1.976112707
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Activities - Chemicals and petroleum (achem) | 0.274755714
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Activities - Metals and metal products (ametl) | 0.048573799
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Activities - Machinery, equipment and vehicles (amach) | 0.000936317
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Activities - Other manufacturing (aoman) | 1.567360688
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Activities - Electricity, gas and steam (aelec) | 1.981357823
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Activities - Water supply and sewage (awatr) | 2.128796719
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Activities - Wholesale and retail trade (atrad) | 29.555639
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Activities - Transportation and storage (atran) | 40.00953177
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Activities - Accommodation and food services (ahotl) | 0.697093974
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Activities - Information and communication (acomm) | 6.58291E-05
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Activities - Finance and insurance (afsrv) | 5.710872739
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Activities - Business services (absrv) | 0.323873319
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Activities - Public administration (apadm) | 9.577742276
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Activities - Education (aeduc) | 11.83331697
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Activities - Health and social work (aheal) | 0.986983281
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Activities - Other services (aosrv) | 4.291083335
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Households - Rural (quintile 1) (hhd-r1) | 1.724629674
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Households - Rural (quintile 2) (hhd-r2) | 2.321386332
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Households - Rural (quintile 3) (hhd-r3) | 3.366934433
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Households - Rural (quintile 4) (hhd-r4) | 2.513242761
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Households - Rural (quintile 5) (hhd-r5) | 3.007158706
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Households - Urban (quintile 1) (hhd-u1) | 0.636265051
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Households - Urban (quintile 2) (hhd-u2) | 0.777544959
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Households - Urban (quintile 3) (hhd-u3) | 0.690841974
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Households - Urban (quintile 4) (hhd-u4) | 1.613293046
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Households - Urban (quintile 5) (hhd-u5) | 6.761782443
Ethiopia 2022 SAM | Commodities - Wood and paper products (cwood) | Total (total) | 134.8922834
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Maize (amaiz) | 26.905134
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Rice (arice) | 0.621321671
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Other cereals (aocer) | 31.55155866
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Pulses (apuls) | 1.834085779
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Oilseeds (aoils) | 0.819663054
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Roots (aroot) | 1.78311374
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Vegetables (avege) | 1.567658559
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Sugarcane (asugr) | 0.585376425
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Tobacco (atoba) | 0.002181751
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Cotton and fibres (acott) | 0.045843896
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Fruits and nuts (afrui) | 0.789586719
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Coffee, tea and cocoa (acoff) | 22.15695945
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Other crops (aocrp) | 1.926660525
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Other livestock (aoliv) | 6.080269994
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Mining (amine) | 5.062364861
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Processed foods (afood) | 17.18920953
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Beverage and tobacco (abeve) | 12.32618043
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Textiles, clothing and footwear (atext) | 6.331735989
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Wood and paper products (awood) | 3.178496292
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Chemicals and petroleum (achem) | 24.84403707
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Non-metal minerals (anmet) | 7.288367511
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Metals and metal products (ametl) | 7.847311517
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Machinery, equipment and vehicles (amach) | 2.442696282
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Other manufacturing (aoman) | 2.635988947
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Electricity, gas and steam (aelec) | 4.5797057
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Water supply and sewage (awatr) | 5.547415664
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Construction (acons) | 32.36797411
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Wholesale and retail trade (atrad) | 0.575737371
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Transportation and storage (atran) | 152.5795273
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Information and communication (acomm) | 7.607267195
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Finance and insurance (afsrv) | 0.339894288
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Business services (absrv) | 0.166593806
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Public administration (apadm) | 8.978407787
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Education (aeduc) | 0.472820504
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Health and social work (aheal) | 12.60654323
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Activities - Other services (aosrv) | 2.18313293
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Households - Rural (quintile 1) (hhd-r1) | 10.10920496
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Households - Rural (quintile 2) (hhd-r2) | 13.10909725
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Households - Rural (quintile 3) (hhd-r3) | 25.72145536
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Households - Rural (quintile 4) (hhd-r4) | 21.0516451
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Households - Rural (quintile 5) (hhd-r5) | 16.11704063
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Households - Urban (quintile 1) (hhd-u1) | 1.440784273
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Households - Urban (quintile 2) (hhd-u2) | 2.241766144
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Households - Urban (quintile 3) (hhd-u3) | 2.300243261
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Households - Urban (quintile 4) (hhd-u4) | 5.696861841
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Households - Urban (quintile 5) (hhd-u5) | 18.0454916
Ethiopia 2022 SAM | Commodities - Chemicals and petroleum (cchem) | Total (total) | 529.6544129
Ethiopia 2022 SAM | Commodities - Non-metal minerals (cnmet) | Activities - Textiles, clothing and footwear (atext) | 0.000184485
Ethiopia 2022 SAM | Commodities - Non-metal minerals (cnmet) | Activities - Wood and paper products (awood) | 0.000454067
Ethiopia 2022 SAM | Commodities - Non-metal minerals (cnmet) | Activities - Chemicals and petroleum (achem) | 0.056075933
Ethiopia 2022 SAM | Commodities - Non-metal minerals (cnmet) | Activities - Non-metal minerals (anmet) | 0.815412283
Ethiopia 2022 SAM | Commodities - Non-metal minerals (cnmet) | Activities - Metals and metal products (ametl) | 0.171096311
Ethiopia 2022 SAM | Commodities - Non-metal minerals (cnmet) | Activities - Machinery, equipment and vehicles (amach) | 0.065565857
Ethiopia 2022 SAM | Commodities - Non-metal minerals (cnmet) | Activities - Other manufacturing (aoman) | 0.014732952
Ethiopia 2022 SAM | Commodities - Non-metal minerals (cnmet) | Activities - Construction (acons) | 79.2480758
Ethiopia 2022 SAM | Commodities - Non-metal minerals (cnmet) | Households - Rural (quintile 1) (hhd-r1) | 1.038693347
Ethiopia 2022 SAM | Commodities - Non-metal minerals (cnmet) | Households - Rural (quintile 2) (hhd-r2) | 1.980844343
Ethiopia 2022 SAM | Commodities - Non-metal minerals (cnmet) | Households - Rural (quintile 3) (hhd-r3) | 3.2891765
Ethiopia 2022 SAM | Commodities - Non-metal minerals (cnmet) | Households - Rural (quintile 4) (hhd-r4) | 3.589047836
Ethiopia 2022 SAM | Commodities - Non-metal minerals (cnmet) | Households - Rural (quintile 5) (hhd-r5) | 3.846219759
Ethiopia 2022 SAM | Commodities - Non-metal minerals (cnmet) | Households - Urban (quintile 1) (hhd-u1) | 0.128654119
Ethiopia 2022 SAM | Commodities - Non-metal minerals (cnmet) | Households - Urban (quintile 2) (hhd-u2) | 0.25818046
Ethiopia 2022 SAM | Commodities - Non-metal minerals (cnmet) | Households - Urban (quintile 3) (hhd-u3) | 0.284043201
Ethiopia 2022 SAM | Commodities - Non-metal minerals (cnmet) | Households - Urban (quintile 4) (hhd-u4) | 0.871827682
Ethiopia 2022 SAM | Commodities - Non-metal minerals (cnmet) | Households - Urban (quintile 5) (hhd-u5) | 4.211401477
Ethiopia 2022 SAM | Commodities - Non-metal minerals (cnmet) | Total (total) | 99.86968641
Ethiopia 2022 SAM | Commodities - Metals and metal products (cmetl) | Activities - Processed foods (afood) | 0.076580213
Ethiopia 2022 SAM | Commodities - Metals and metal products (cmetl) | Activities - Beverage and tobacco (abeve) | 0.755068288
Ethiopia 2022 SAM | Commodities - Metals and metal products (cmetl) | Activities - Textiles, clothing and footwear (atext) | 0.18121238
Ethiopia 2022 SAM | Commodities - Metals and metal products (cmetl) | Activities - Wood and paper products (awood) | 0.285668733
Ethiopia 2022 SAM | Commodities - Metals and metal products (cmetl) | Activities - Chemicals and petroleum (achem) | 0.089402955
Ethiopia 2022 SAM | Commodities - Metals and metal products (cmetl) | Activities - Non-metal minerals (anmet) | 0.691726988
