=== PAGE 1 ===
# Kenya 2019 SAM: every non-empty cell of the matrix, one line per cell, reshaped from the stored CSV. Units: billions of Kenyan shillings.
# Payments run from the column account to the row account (for an activity column: purchases of commodities, factor payments, taxes; the Total row is gross output).
# Format: SAM | row account (code) | column account (code) | value
Kenya 2019 SAM | Factors - Labor - Low (not finished primary schooling) (flab-n) | Activities - Other services (aosrv) | 1
Kenya 2019 SAM | Factors - Labor - Low (not finished primary schooling) (flab-n) | Total (total) | 196
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Maize (amaiz) | 103
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Rice (arice) | 9
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Other cereals (aocer) | 30
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Pulses (apuls) | 88
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Oilseeds (aoils) | 10
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Roots (aroot) | 45
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Vegetables (avege) | 94
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Sugarcane (asugr) | 17
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Tobacco (atoba) | 1
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Cotton and fibres (acott) | 3
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Fruits and nuts (afrui) | 147
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Coffee, tea and cocoa (acoff) | 43
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Other crops (aocrp) | 19
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Cattle and raw milk (acatt) | 9
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Poultry and eggs (apoul) | 1
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Other livestock (aoliv) | 1
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Forestry (afore) | 4
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Fisheries (afish) | 2
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Mining (amine) | 7
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Processed foods (afood) | 4
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Beverage and tobacco (abeve) | 5
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Textiles, clothing and footwear (atext) | 22
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Wood and paper products (awood) | 1
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Chemicals and petroleum (achem) | 2
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Non-metal minerals (anmet) | 1
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Metals and metal products (ametl) | 1
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Other manufacturing (aoman) | 3
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Electricity, gas and steam (aelec) | 2
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Construction (acons) | 100
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Wholesale and retail trade (atrad) | 110
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Transportation and storage (atran) | 42
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Accommodation and food services (ahotl) | 10
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Information and communication (acomm) | 7
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Finance and insurance (afsrv) | 3
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Real estate activities (areal) | 3
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Business services (absrv) | 2
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Public administration (apadm) | 46
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Education (aeduc) | 7
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Health and social work (aheal) | 2
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Activities - Other services (aosrv) | 11
Kenya 2019 SAM | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | Total (total) | 1018
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Maize (amaiz) | 100
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Rice (arice) | 8
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Other cereals (aocer) | 24
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Pulses (apuls) | 75
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Oilseeds (aoils) | 8
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Roots (aroot) | 29
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Vegetables (avege) | 35
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Sugarcane (asugr) | 13
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Tobacco (atoba) | 1
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Cotton and fibres (acott) | 2
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Fruits and nuts (afrui) | 76
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Coffee, tea and cocoa (acoff) | 30
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Other crops (aocrp) | 15
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Cattle and raw milk (acatt) | 8
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Poultry and eggs (apoul) | 1
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Other livestock (aoliv) | 1
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Forestry (afore) | 2
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Mining (amine) | 14
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Processed foods (afood) | 24
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Beverage and tobacco (abeve) | 57
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Textiles, clothing and footwear (atext) | 20
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Wood and paper products (awood) | 11
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Chemicals and petroleum (achem) | 10
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Non-metal minerals (anmet) | 5
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Metals and metal products (ametl) | 7
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Machinery, equipment and vehicles (amach) | 3
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Other manufacturing (aoman) | 8
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Electricity, gas and steam (aelec) | 54
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Water supply and sewage (awatr) | 16
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Construction (acons) | 111
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Wholesale and retail trade (atrad) | 234
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Transportation and storage (atran) | 198
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Accommodation and food services (ahotl) | 20
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Information and communication (acomm) | 33
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Finance and insurance (afsrv) | 153
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Real estate activities (areal) | 56
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Business services (absrv) | 85
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Public administration (apadm) | 211
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Education (aeduc) | 323
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Health and social work (aheal) | 95
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Activities - Other services (aosrv) | 34
Kenya 2019 SAM | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | Total (total) | 2209
Kenya 2019 SAM | Factors - Agricultural land (flnd) | Activities - Maize (amaiz) | 382
Kenya 2019 SAM | Factors - Agricultural land (flnd) | Activities - Rice (arice) | 7
Kenya 2019 SAM | Factors - Agricultural land (flnd) | Activities - Other cereals (aocer) | 75
Kenya 2019 SAM | Factors - Agricultural land (flnd) | Activities - Pulses (apuls) | 199
Kenya 2019 SAM | Factors - Agricultural land (flnd) | Activities - Oilseeds (aoils) | 19
Kenya 2019 SAM | Factors - Agricultural land (flnd) | Activities - Roots (aroot) | 80
Kenya 2019 SAM | Factors - Agricultural land (flnd) | Activities - Vegetables (avege) | 136
Kenya 2019 SAM | Factors - Agricultural land (flnd) | Activities - Sugarcane (asugr) | 20
Kenya 2019 SAM | Factors - Agricultural land (flnd) | Activities - Tobacco (atoba) | 3
Kenya 2019 SAM | Factors - Agricultural land (flnd) | Activities - Cotton and fibres (acott) | 6
Kenya 2019 SAM | Factors - Agricultural land (flnd) | Activities - Fruits and nuts (afrui) | 112
Kenya 2019 SAM | Factors - Agricultural land (flnd) | Activities - Coffee, tea and cocoa (acoff) | 51
Kenya 2019 SAM | Factors - Agricultural land (flnd) | Activities - Other crops (aocrp) | 28
Kenya 2019 SAM | Factors - Agricultural land (flnd) | Total (total) | 1118
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Maize (amaiz) | 44
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Rice (arice) | 5
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Other cereals (aocer) | 23
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Pulses (apuls) | 76
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Oilseeds (aoils) | 9
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Roots (aroot) | 37
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Vegetables (avege) | 59
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Sugarcane (asugr) | 23
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Tobacco (atoba) | 1
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Cotton and fibres (acott) | 4
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Fruits and nuts (afrui) | 56
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Coffee, tea and cocoa (acoff) | 25
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Other crops (aocrp) | 10
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Cattle and raw milk (acatt) | 273
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Poultry and eggs (apoul) | 50
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Other livestock (aoliv) | 49
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Forestry (afore) | 132
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Fisheries (afish) | 47
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Mining (amine) | 46
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Processed foods (afood) | 189
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Beverage and tobacco (abeve) | 23
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Textiles, clothing and footwear (atext) | 67
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Wood and paper products (awood) | 22
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Chemicals and petroleum (achem) | 91
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Non-metal minerals (anmet) | 20
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Metals and metal products (ametl) | 36
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Machinery, equipment and vehicles (amach) | 12
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Other manufacturing (aoman) | 83
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Electricity, gas and steam (aelec) | 135
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Water supply and sewage (awatr) | 19
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Construction (acons) | 328
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Wholesale and retail trade (atrad) | 379
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Transportation and storage (atran) | 576
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Accommodation and food services (ahotl) | 41
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Information and communication (acomm) | 77
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Finance and insurance (afsrv) | 212
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Real estate activities (areal) | 613
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Business services (absrv) | 98
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Public administration (apadm) | 89
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Education (aeduc) | 91
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Health and social work (aheal) | 47
Kenya 2019 SAM | Factors - Capital (fcap) | Activities - Other services (aosrv) | 67
Kenya 2019 SAM | Factors - Capital (fcap) | Rest of world (row) | 39
Kenya 2019 SAM | Factors - Capital (fcap) | Total (total) | 4322
Kenya 2019 SAM | Enterprises (ent) | Factors - Capital (fcap) | 3406
Kenya 2019 SAM | Enterprises (ent) | Government (gov) | 197
Kenya 2019 SAM | Enterprises (ent) | Rest of world (row) | 180
Kenya 2019 SAM | Enterprises (ent) | Total (total) | 3782
Kenya 2019 SAM | Households - Rural (quintile 1) (hhd-r1) | Factors - Labor - Low (not finished primary schooling) (flab-n) | 46
Kenya 2019 SAM | Households - Rural (quintile 1) (hhd-r1) | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | 111
Kenya 2019 SAM | Households - Rural (quintile 1) (hhd-r1) | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | 35
Kenya 2019 SAM | Households - Rural (quintile 1) (hhd-r1) | Factors - Agricultural land (flnd) | 141
Kenya 2019 SAM | Households - Rural (quintile 1) (hhd-r1) | Factors - Capital (fcap) | 82
Kenya 2019 SAM | Households - Rural (quintile 1) (hhd-r1) | Enterprises (ent) | 36
Kenya 2019 SAM | Households - Rural (quintile 1) (hhd-r1) | Government (gov) | 9
Kenya 2019 SAM | Households - Rural (quintile 1) (hhd-r1) | Rest of world (row) | 1
Kenya 2019 SAM | Households - Rural (quintile 1) (hhd-r1) | Total (total) | 462
Kenya 2019 SAM | Households - Rural (quintile 2) (hhd-r2) | Factors - Labor - Low (not finished primary schooling) (flab-n) | 39
Kenya 2019 SAM | Households - Rural (quintile 2) (hhd-r2) | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | 148
Kenya 2019 SAM | Households - Rural (quintile 2) (hhd-r2) | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | 72
Kenya 2019 SAM | Households - Rural (quintile 2) (hhd-r2) | Factors - Agricultural land (flnd) | 201
Kenya 2019 SAM | Households - Rural (quintile 2) (hhd-r2) | Factors - Capital (fcap) | 127
Kenya 2019 SAM | Households - Rural (quintile 2) (hhd-r2) | Enterprises (ent) | 49
Kenya 2019 SAM | Households - Rural (quintile 2) (hhd-r2) | Government (gov) | 9
Kenya 2019 SAM | Households - Rural (quintile 2) (hhd-r2) | Rest of world (row) | 1
Kenya 2019 SAM | Households - Rural (quintile 2) (hhd-r2) | Total (total) | 646
Kenya 2019 SAM | Households - Rural (quintile 3) (hhd-r3) | Factors - Labor - Low (not finished primary schooling) (flab-n) | 37
Kenya 2019 SAM | Households - Rural (quintile 3) (hhd-r3) | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | 166
Kenya 2019 SAM | Households - Rural (quintile 3) (hhd-r3) | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | 106
Kenya 2019 SAM | Households - Rural (quintile 3) (hhd-r3) | Factors - Agricultural land (flnd) | 250
Kenya 2019 SAM | Households - Rural (quintile 3) (hhd-r3) | Factors - Capital (fcap) | 188
Kenya 2019 SAM | Households - Rural (quintile 3) (hhd-r3) | Enterprises (ent) | 98
Kenya 2019 SAM | Households - Rural (quintile 3) (hhd-r3) | Government (gov) | 9
Kenya 2019 SAM | Households - Rural (quintile 3) (hhd-r3) | Rest of world (row) | 3
Kenya 2019 SAM | Households - Rural (quintile 3) (hhd-r3) | Total (total) | 857
Kenya 2019 SAM | Households - Rural (quintile 4) (hhd-r4) | Factors - Labor - Low (not finished primary schooling) (flab-n) | 37
Kenya 2019 SAM | Households - Rural (quintile 4) (hhd-r4) | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | 129
Kenya 2019 SAM | Households - Rural (quintile 4) (hhd-r4) | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | 204
Kenya 2019 SAM | Households - Rural (quintile 4) (hhd-r4) | Factors - Agricultural land (flnd) | 249
Kenya 2019 SAM | Households - Rural (quintile 4) (hhd-r4) | Factors - Capital (fcap) | 179
Kenya 2019 SAM | Households - Rural (quintile 4) (hhd-r4) | Enterprises (ent) | 193
Kenya 2019 SAM | Households - Rural (quintile 4) (hhd-r4) | Government (gov) | 9
Kenya 2019 SAM | Households - Rural (quintile 4) (hhd-r4) | Rest of world (row) | 14
Kenya 2019 SAM | Households - Rural (quintile 4) (hhd-r4) | Total (total) | 1014
Kenya 2019 SAM | Households - Rural (quintile 5) (hhd-r5) | Factors - Labor - Low (not finished primary schooling) (flab-n) | 21
Kenya 2019 SAM | Households - Rural (quintile 5) (hhd-r5) | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | 99
Kenya 2019 SAM | Households - Rural (quintile 5) (hhd-r5) | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | 262
Kenya 2019 SAM | Households - Rural (quintile 5) (hhd-r5) | Factors - Agricultural land (flnd) | 198
Kenya 2019 SAM | Households - Rural (quintile 5) (hhd-r5) | Factors - Capital (fcap) | 160
Kenya 2019 SAM | Households - Rural (quintile 5) (hhd-r5) | Enterprises (ent) | 248
Kenya 2019 SAM | Households - Rural (quintile 5) (hhd-r5) | Government (gov) | 7
Kenya 2019 SAM | Households - Rural (quintile 5) (hhd-r5) | Rest of world (row) | 31
Kenya 2019 SAM | Households - Rural (quintile 5) (hhd-r5) | Total (total) | 1025
Kenya 2019 SAM | Households - Urban (quintile 1) (hhd-u1) | Factors - Labor - Low (not finished primary schooling) (flab-n) | 2
Kenya 2019 SAM | Households - Urban (quintile 1) (hhd-u1) | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | 23
Kenya 2019 SAM | Households - Urban (quintile 1) (hhd-u1) | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | 12
Kenya 2019 SAM | Households - Urban (quintile 1) (hhd-u1) | Factors - Agricultural land (flnd) | 2
Kenya 2019 SAM | Households - Urban (quintile 1) (hhd-u1) | Factors - Capital (fcap) | 1
Kenya 2019 SAM | Households - Urban (quintile 1) (hhd-u1) | Enterprises (ent) | 8
Kenya 2019 SAM | Households - Urban (quintile 1) (hhd-u1) | Government (gov) | 5
Kenya 2019 SAM | Households - Urban (quintile 1) (hhd-u1) | Total (total) | 52
Kenya 2019 SAM | Households - Urban (quintile 2) (hhd-u2) | Factors - Labor - Low (not finished primary schooling) (flab-n) | 3
Kenya 2019 SAM | Households - Urban (quintile 2) (hhd-u2) | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | 43
Kenya 2019 SAM | Households - Urban (quintile 2) (hhd-u2) | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | 31
Kenya 2019 SAM | Households - Urban (quintile 2) (hhd-u2) | Factors - Agricultural land (flnd) | 7
Kenya 2019 SAM | Households - Urban (quintile 2) (hhd-u2) | Factors - Capital (fcap) | 3
Kenya 2019 SAM | Households - Urban (quintile 2) (hhd-u2) | Enterprises (ent) | 33
Kenya 2019 SAM | Households - Urban (quintile 2) (hhd-u2) | Government (gov) | 6
Kenya 2019 SAM | Households - Urban (quintile 2) (hhd-u2) | Total (total) | 127
Kenya 2019 SAM | Households - Urban (quintile 3) (hhd-u3) | Factors - Labor - Low (not finished primary schooling) (flab-n) | 5
Kenya 2019 SAM | Households - Urban (quintile 3) (hhd-u3) | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | 81
Kenya 2019 SAM | Households - Urban (quintile 3) (hhd-u3) | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | 78
Kenya 2019 SAM | Households - Urban (quintile 3) (hhd-u3) | Factors - Agricultural land (flnd) | 8
Kenya 2019 SAM | Households - Urban (quintile 3) (hhd-u3) | Factors - Capital (fcap) | 5
Kenya 2019 SAM | Households - Urban (quintile 3) (hhd-u3) | Enterprises (ent) | 66
Kenya 2019 SAM | Households - Urban (quintile 3) (hhd-u3) | Government (gov) | 3
Kenya 2019 SAM | Households - Urban (quintile 3) (hhd-u3) | Rest of world (row) | 1
Kenya 2019 SAM | Households - Urban (quintile 3) (hhd-u3) | Total (total) | 248
Kenya 2019 SAM | Households - Urban (quintile 4) (hhd-u4) | Factors - Labor - Low (not finished primary schooling) (flab-n) | 4
Kenya 2019 SAM | Households - Urban (quintile 4) (hhd-u4) | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | 107
Kenya 2019 SAM | Households - Urban (quintile 4) (hhd-u4) | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | 242
Kenya 2019 SAM | Households - Urban (quintile 4) (hhd-u4) | Factors - Agricultural land (flnd) | 16
Kenya 2019 SAM | Households - Urban (quintile 4) (hhd-u4) | Factors - Capital (fcap) | 9
Kenya 2019 SAM | Households - Urban (quintile 4) (hhd-u4) | Enterprises (ent) | 221
Kenya 2019 SAM | Households - Urban (quintile 4) (hhd-u4) | Government (gov) | 8
Kenya 2019 SAM | Households - Urban (quintile 4) (hhd-u4) | Rest of world (row) | 2
Kenya 2019 SAM | Households - Urban (quintile 4) (hhd-u4) | Total (total) | 609
Kenya 2019 SAM | Households - Urban (quintile 5) (hhd-u5) | Factors - Labor - Low (not finished primary schooling) (flab-n) | 3
Kenya 2019 SAM | Households - Urban (quintile 5) (hhd-u5) | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | 111
Kenya 2019 SAM | Households - Urban (quintile 5) (hhd-u5) | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | 1168
Kenya 2019 SAM | Households - Urban (quintile 5) (hhd-u5) | Factors - Agricultural land (flnd) | 46
Kenya 2019 SAM | Households - Urban (quintile 5) (hhd-u5) | Factors - Capital (fcap) | 36
Kenya 2019 SAM | Households - Urban (quintile 5) (hhd-u5) | Enterprises (ent) | 1950
Kenya 2019 SAM | Households - Urban (quintile 5) (hhd-u5) | Government (gov) | 20
Kenya 2019 SAM | Households - Urban (quintile 5) (hhd-u5) | Rest of world (row) | 98
Kenya 2019 SAM | Households - Urban (quintile 5) (hhd-u5) | Total (total) | 3432
Kenya 2019 SAM | Government (gov) | Enterprises (ent) | 199
Kenya 2019 SAM | Government (gov) | Households - Rural (quintile 3) (hhd-r3) | 1
Kenya 2019 SAM | Government (gov) | Households - Rural (quintile 4) (hhd-r4) | 2
Kenya 2019 SAM | Government (gov) | Households - Rural (quintile 5) (hhd-r5) | 2
Kenya 2019 SAM | Government (gov) | Households - Urban (quintile 4) (hhd-u4) | 1
Kenya 2019 SAM | Government (gov) | Households - Urban (quintile 5) (hhd-u5) | 17
Kenya 2019 SAM | Government (gov) | Taxes - Direct (personal or corporate) (dtax) | 737
Kenya 2019 SAM | Government (gov) | Taxes - Imports (products) (mtax) | 141
Kenya 2019 SAM | Government (gov) | Taxes - Sales, excise and/or value-added (products) (stax) | 678
Kenya 2019 SAM | Government (gov) | Rest of world (row) | 30
Kenya 2019 SAM | Government (gov) | Total (total) | 1808
Kenya 2019 SAM | Taxes - Direct (personal or corporate) (dtax) | Enterprises (ent) | 326
Kenya 2019 SAM | Taxes - Direct (personal or corporate) (dtax) | Households - Rural (quintile 1) (hhd-r1) | 1
Kenya 2019 SAM | Taxes - Direct (personal or corporate) (dtax) | Households - Rural (quintile 2) (hhd-r2) | 4
Kenya 2019 SAM | Taxes - Direct (personal or corporate) (dtax) | Households - Rural (quintile 3) (hhd-r3) | 10
Kenya 2019 SAM | Taxes - Direct (personal or corporate) (dtax) | Households - Rural (quintile 4) (hhd-r4) | 25
Kenya 2019 SAM | Taxes - Direct (personal or corporate) (dtax) | Households - Rural (quintile 5) (hhd-r5) | 39
Kenya 2019 SAM | Taxes - Direct (personal or corporate) (dtax) | Households - Urban (quintile 1) (hhd-u1) | 1
